COD_ENIG 2018,ALIMENTOS Y BEBIDAS ,GTAP10,GTAP10_c,ARTICULO
3462,PARACAÍDAS,,,3462
3463,PATINES,,,3463
3464,PATINETA,,,3464
3465,PESAS Y DISCOS,,,3465
3466,PISCINA DE FIBRA DE VIDRIO,,,3466
3467,PISCINAS INFLABLES,,,3467
3468,RAQUETA PARA PING PONG,,,3468
3469,RAQUETA PARA TENIS,,,3469
3470,"REPARACIONES DE EQUIPO DE DEPORTES, CAMPAMENTO Y RECREACION AL AIRE LIBRE",,,3470
3471,RODILLERAS O CODERAS,,,3471
3472,SACOS DE DORMIR (SLEEPING),,,3472
3473,SCOOTER,,,3473
3474,SEÑUELOS O ENGAÑADORES PARA PESCA,,,3474
3475,TACOS PARA FUTBOL,,,3475
3476,TIENDAS DE ACAMPAR,,,3476
3477,TOBILLERAS,,,3477
3478,ZAPATILLAS Y ZAPATOS DE BAILE,,,3478
3479,GUANTES PARA OTROS DEPORTES,,,3479
3480,CALZADO PARA DEPORTE,,,3480
3489,"OTROS ACCESORIOS Y EQUIPOS DE CAMPAMENTO, CAZA Y PESCA",,,3489
3499,OTROS ARTICULOS Y ACCESORIOS PARA DEPORTES,,,3499
3509,OTROS INSTRUMENTOS Y ACCESORIOS PARA EL DESARROLLO DE MUSCULATURA,,,3509
,ARTICULOS DURADEROS PARA LA RECREACIÓN FUERA Y DENTRO DEL HOGAR,,,
3510,"AERONAVES, PLANEADORES",,,3510
3511,CASA RODANTE Y REMOLQUE EMPLEADOS PARA LA RECREACIÓN,,,3511
3512,EQUIPO DE BUCEO,,,3512
3513,FUTBOLIN,,,3513
3514,MAQUINAS DE PIN BALL,,,3514
3515,MESA DE BILLAR,,,3515
3516,MESA DE PING PONG,,,3516
3517,"PARAPENTE, GLOBO",,,3517
3518,REPARACIÓN Y MANTENIMIENTO BIENES DURADEROS PARA RECREACIÓN,,,3518
3519,TABLA PARA BUGUI,,,3519
3520,TABLAS DE SURF,,,3520
3529,OTROS ARTEFACTOS DURADEROS IMPORTANTES PARA LA RECREACION EN EXTERIORES (P.E. LANCHA ENTRE OTROS),,,3529
3539,OTROS ARTEFACTOS GRANDES PARA LA RECREACION,,,3539
,SERVICIOS PARA LA CONSERVACIÓN Y REPARACIÓN DE VEHICULOS,,,
3540,AFINAMIENTO,,,3540
3541,ALINEAMIENTO DE DIRECCION,,,3541
3542,BALANCEO DE LLANTAS,,,3542
3543,CALIBRACION DE VALVULAS,,,3543
3544,"CAMBIO DE ACEITE, FILTRO Y ENGRASE",,,3544
3545,CAMBIO DE ALFOMBRA DE VEHÍCULO,,,3545
3546,CAMBIO DE CLUTCH,,,3546
3547,"CAMBIO DE EMPAQUES, RETENEDORES",,,3547
3548,CAMBIO DE FAJA DE DISTRIBUCION (EXCEPTO SI TIENE SISTEMA DE CADENA),,,3548
3549,CAMBIO DE FIBRAS,,,3549
3550,CARGA DE BATERIA DE VEHÍCULO,,,3550
3551,CEPILLADO DE MOTOR,,,3551
3552,ENDEREZADO Y PINTADO DE VEHICULOS,,,3552
3553,"FUGAS DE ACEITE (DE TRANSMISIÓN, DE MOTOR, DE LIQUIDO DE FRENOS)",,,3553
3554,FUGAS DE AGUA EN MANGUERAS O RADIADOR,,,3554
3555,INSTALACIÓN DE INTERMITENTES EN VEHÍCULOS,,,3555
3556,INSTALACION DE PARTES Y ACCESORIOS,,,3556
3557,INSTALACIÓN DE SELLO PARA MOTOR,,,3557
3558,PULIMENTO DE PINTURA A VEHICULOS,,,3558
3559,RECTIFICACIÓN DE DISCOS DE FRENO,,,3559
3560,RECTIFICACIÓN DE MOTOR,,,3560
3561,REPARACION DE PROBLEMAS DE GENERACION,,,3561
3562,REPARACION Y MANTENIMIENTO DE BICICLETAS,,,3562
3563,REPARACION Y MANTENIMIENTO DE CAJA DE CAMBIOS,,,3563
3564,REPARACION Y MANTENIMIENTO DE CARROCERIA DE VEHICULOS,,,3564
3565,REPARACION Y MANTENIMIENTO DE MOTOCICLETAS,,,3565
3566,REPARACION Y MANTENIMIENTO DE NEUMATICOS DE VEHICULOS,,,3566
3567,REPARACION Y MANTENIMIENTO DE PROBLEMAS ELECTRONICOS (SENSORES VARIOS),,,3567
3568,REPARACION Y MANTENIMIENTO DE RADIADOR,,,3568
3569,REPARACION Y MANTENIMIENTO DE SISTEMA ELECTRICO EN VEHICULOS,,,3569
3570,REPARACION Y MANTENIMIENTO O REVISION DEL AIRE ACONDICIONADO PARA VEHICULO,,,3570
3571,REPARACION Y MANTENIMIENTO Y AJUSTE DE FRENOS,,,3571
3572,"REVISION, REPARACION Y MANTENIMIENTO DE MOTOR",,,3572
3573,SOLDADURAS,,,3573
3578,TAPIZADO DE ASIENTOS,,,3578
3579,TRAMADO DE VEHICULOS,,,3579
3580,TUNE-UP,,,3580
3599,"OTROS SERVICIOS DE REPARACION, MANTENIMIENTO Y CONSERVACION DE VEHICULOS (HONORARIOS PAGADO A UN MECANICO)",,,3599
,"ACCESORIOS, REPUESTOS Y LUBRICANTES PARA LA CONSERVACIÓN Y REPARACIÓN DE VEHICULOS",,,
3600,ACEITE DE TRANSMISION,,,3600
3601,ACEITE PARA MEZCLA,,,3601
3602,ACEITE PARA MOTOR,,,3602
3603,ADITIVOS PARA COMBUSTIBLE,,,3603
3604,AGUA PARA BATERIA DE CARRO,,,3604
3605,ALARMA PARA AUTO,,,3605
3606,ALFOMBRAS PARA AUTO,,,3606
3607,ALTERNADOR,,,3607
3608,AMORTIGUADORES,,,3608
3609,ANILLOS PARA VEHÍCULO,,,3609
3610,ANTICONGELANTE,,,3610
3611,"AROS PARA AUTO, BICICLETA O MOTOCICLETA",,,3611
3612,"ASIENTOS PARA AUTOS, MOTOS O BICICLETAS",,,3612
3613,BARRA DE TRANSMISIÓN,,,3613
3614,BATERIA PARA AUTOS O MOTOS,,,3614
3615,BOMBAS DE ACEITE,,,3615
3616,BOMBAS DE ACEITE HIDRÁULICO,,,3616
3617,BOMBAS DE AGUA,,,3617
3618,BOMBAS DE CLUTCH ( EN CASO DE SER SISTEMA HIDRÁULICO),,,3618
3619,BOMBAS DE COMBUSTIBLE,,,3619
3620,BOMBAS DE FRENOS (AUXILIAR Y PRINCIPAL),,,3620
3621,BUJIAS,,,3621
3622,BUSHING,,,3622
3623,BUSTER DE FRENOS,,,3623
3624,"CABLE PARA FRENOS, CLUTCH Y BUJIAS",,,3624
3625,"CADENA Y PIÑON PARA BICICLETA, MOTO Y CARRO",,,3625
3626,CARBURADOR,,,3626
3627,CATALIZADOR,,,3627
3628,CERA Y ABRILLANTADOR PARA AUTOS,,,3628
3629,CHAMPU PARA AUTOS,,,3629
3630,CINTURON DE SEGURIDAD,,,3630
3631,COBERTORES PARA VOLANTES Y ASIENTOS PARA VEHICULOS,,,3631
3632,COMPENSADORES,,,3632
3633,DISCO DE CLUTCH,,,3633
3634,DISCO DE FRENO,,,3634
3635,DISTRIBUIDOR ELÉCTRICO PARA VEHÍCULOS,,,3635
3636,EJE DE TIJERETAS,,,3636
3637,EMPAQUES,,,3637
3638,ESCOBILLAS,,,3638
3639,ESPEJOS PARA VEHICULO,,,3639
3640,EXTINTORES DE INCENDIOS PARA EQUIPO DE TRANSPORTE,,,3640
3641,FAJA DE ABANICO,,,3641
3642,FIBRAS DE FRENOS,,,3642
3643,FILTROS DE AIRE,,,3643
3644,FILTRO DE ACEITE,,,3644
3645,FILTROS PARA COMBUSTIBLE,,,3645
3646,FOCOS Y HALOGENOS PARA VEHICULO,,,3646
3647,GATA PARA AUTOS,,,3647
3648,GRASAS,,,3648
3649,INFLADOR PARA LLANTAS,,,3649
3650,INYECTOR,,,3650
3651,LIMPIADOR DE VIDRIOS PARA AUTOMOVIL,,,3651
3652,LIQUIDO DE FRENOS O DE TRANSMISION,,,3652
3653,LIQUIDOS REFRIGERANTES (COOLANT) Y ADITIVOS,,,3653
3654,"LLANTA PARA AUTOS, BICICLETA Y MOTOCICLETA (NUEVA, USADA, REENCAUCHADA)",,,3654
3655,LLAVINES PARA VEHICULO,,,3655
3656,MANILLA DE FRENOS,,,3656
3657,"MANIVELA PARA AUTO, BICICLETA Y MOTO",,,3657
3658,MOTOR,,,3658
3659,MUFLA,,,3659
3660,"NEUMATICOS PARA AUTOS, BICICLETA Y MOTOCICLETA (NUEVOS, USADOS, RECAUCHUTADOS)",,,3660
3661,PEDALES PARA BICICLETA,,,3661
3662,"PINTURA PARA AUTOS, MOTO Y BICICLETA",,,3662
3663,PITO O PITORETA,,,3663
3664,PLATOS DE CLUTCH,,,3664
3665,RADIADORES,,,3665
3666,REFRIGERANTES,,,3666
3667,RETENEDORES,,,3667
3668,ROLES,,,3668
3669,ROTULAS,,,3669
3670,SELLADOR,,,3670
3671,SOPORTES DE MOTOR,,,3671
3672,SUSPENSION PARA CARROS,,,3672
3673,TACOS PARA FRENOS DE BICICLETA,,,3673
3674,TUERCAS PARA LLANTAS,,,3674
3675,TRIANGULO O CONOS REFLECTORES,,,3675
3679,OTRAS PIEZAS DE REPUESTO Y ACCESORIOS PARA BICICLETA,,,3679
3689,OTRAS PIEZAS DE REPUESTO Y ACCESORIOS PARA MOTOCICLETA,,,3689
3699,OTRAS PIEZAS Y ACCESORIOS PARA AUTO,,,3699
3709,OTROS COMBUSTIBLES Y LUBRICANTES PARA EQUIPO DE TRANSPORTE PERSONAL,,,3709
,OTROS GASTOS RELACIONADOS AL TRANSPORTE PERSONAL,,,
3710,CAMBIO DE CARACTERÍSTICAS DE VEHÍCULO (PAGO DE INSCRIPCIÓN DE MOTOR PARA RTV),,,3710
3711,CLASES DE MANEJO,,,3711
3712,COSTO INICIAL DEL QUICK PASS,,,3712
3713,INSCRIPCION DE VEHICULO,,,3713
3714,LAVADO DE VEHICULOS,,,3714
3715,MULTAS O PARTES,52,otp,3715
3716,RASTREO DE VEHICULO,,,3716
3717,SERVICIO DE GRUAS,,,3717
3718,TRASPASO DE VEHICULO,,,3718
3719,LAVADO DE MOTOR Y CHASIS,,,3719
3729,"OTROS GASTOS RELACIONADOS AL TRANSPORTE PERSONAL (RASTREO DE VEHICULOS, ETC.)",,,3729
,HERRAMIENTAS Y EQUIPOS PARA HOGAR,,,
3731,ALICATE,,,3731
3732,AZADON,,,3732
3733,BATERIA REGULADORA DE VOLTAJE U OTRO APARATO ELECTRICO DISTINTO A TELEFONO CELULAR,,,3733
3734,BOMBA PARA ATOMIZAR,,,3734
3735,BROCA,,,3735
3736,CADENA,,,3736
3737,CAJA PARA HERRAMIENTAS,,,3737
3738,CANDADO,,,3738
3739,CARGADOR DE APARATO ELECTRICO DISTINTO A TELEFONO CELULAR,,,3739
3740,CARGADORES PARA BATERÍAS CORRIENTES (PILAS),,,3740
3741,CARRETILLA,,,3741
3742,CEPILLADOR,,,3742
3743,CINCEL,,,3743
3744,CINTA METRICA,,,3744
3745,CORTADORA DE CERAMICA MANUAL,,,3745
3746,CUCHARA DE ALBAÑIL,,,3746
3747,CUTER Y REPUESTOS PARA CUTER,,,3747
3748,DESTORNILLADOR,,,3748
3749,DESTORNILLADOR ELECTRICO,,,3749
3750,DISCOS PARA SIERRAS,,,3750
3751,ESCALERA,,,3751
3752,ESCUADRA,,,3752
3753,ESMERIL ELECTRICO,,,3753
3754,ESPATULA DE ALBAÑILERIA,,,3754
3755,FOCO O LINTERNA,,,3755
3756,FORMON,,,3756
3757,HACHA,,,3757
3758,HOJAS DE SEGUETA,,,3758
3759,JUEGO DE CUBOS,,,3759
3760,JUEGO DE HERRAMIENTAS,,,3760
3761,LIMA,,,3761
3762,"LLAVE FRANCESA, LLAVES PARA TUBERIAS Y VALVULA REGULADORA DE CILINDRO DE GAS",,,3762
3763,LLAVES DE TUERCAS,,,3763
3764,MACANA,,,3764
3765,MACHETE,,,3765
3766,MANGUERA,,,3766
3767,MARTILLO,,,3767
3768,MASCARILLA PROTECTORA,,,3768
3769,MAZO,,,3769
3770,MOTOGUADAÑA,,,3770
3771,NIVEL,,,3771
3772,ORGANIZADOR DE HERRAMIENTAS,,,3772
3773,PALA,,,3773
3774,PICO Y ZACHO,,,3774
3775,PISTOLAS PARA MANGUERA,,,3775
3776,PISTOLAS PARA SILICON,,,3776
3777,PUNZÓN,,,3777
3778,RASTRILLO,,,3778
3779,REGADERA,,,3779
3780,REPARACION Y MANTENIMIENTO DE HERRAMIENTAS MANUALES,,,3780
3781,RIELES PARA CORTINAS,,,3781
3782,SEGUETA,,,3782
3783,SERRUCHO,,,3783
3784,SOPLETES,,,3784
3785,TALADRO,,,3785
3786,TENAZA,,,3786
3787,TIJERA PARA JARDIN,,,3787
3799,OTRAS HERRAMIENTAS,,,3799
,ARTEFACTOS ELECTRICOS PEQUEÑOS PARA EL HOGAR,,,
3800,ABANICO ELECTRICO,,,3800
3801,ABRELATAS ELÉCTRICO,,,3801
3802,ASADOR DE CARNE ELÉCTRICO,,,3802
3803,BATERIA PARA CELULAR,,,3803
3804,BATIDORA,,,3804
3806,CARGADOR DE TELEFONO CELULAR,,,3806
3807,CEPILLO DE DIENTES ELÉCTRICOS,,,3807
3808,CEPILLO PARA PEINAR ELECTRICOS,,,3808
3809,COBIJA ELÉCTRICA,,,3809
3810,CAFETERA ELÉCTRICA O COFFEE MAKER,,,3810
3811,CONTESTADORES TELEFÓNICOS,,,3811
3812,CUCHILLO ELÉCTRICO,,,3812
3813,DUCHA PARA AGUA CALIENTE,,,3813
3814,EXTRACTOR DE JUGO ELECTRICO,,,3814
3815,IDENTIFICADOR DE LLAMADAS,,,3815
3816,LICUADORA,,,3816
3817,MAQUINA ELÉCTRICA PARA HACER GRANIZADOS,,,3817
3818,MAQUINA ELÉCTRICA PARA HACER HELADOS O YOGURT,,,3818
3819,MAQUINA PARA CAPUCHINO,,,3819
3820,MAQUINA PARA HACER PALOMITAS,,,3820
3821,MAQUINAS DE AFEITAR ELECTRICAS (RASURADORA),,,3821
3822,MAQUINAS DEPILADORAS ELÉCTRICAS,,,3822
3823,MAQUINAS O SILLAS MASAJEADORAS,,,3823
3824,MAQUINAS ELECTRICAS PARA CORTAR EL CABELLO,,,3824
3825,MASAJEADOR ELECTRICO,,,3825
3826,MOLINOS DE CAFE U OTROS GRANOS ELECTRICOS,,,3826
3827,OLLA ARROCERA ELECTRICA,,,3827
3828,OLLA DE COCIMIENTO LENTO,,,3828
3829,OLLA DE VAPOR,,,3829
3830,OLLA FREIDORA ELECTRICA,,,3830
3831,PERCOLADOR,,,3831
3832,PLANCHA ELECTRICA DE ROPA,,,3832
3833,PLANCHA ELECTRICA PARA COCINAR,,,3833
3834,PLANCHAS PARA ALISAR EL CABELLO,,,3834
3835,PROCESADOR DE ALIMENTOS,,,3835
3836,REPARACION Y MANTENIMIENTO DE ARTEFACTOS ELECTRICOS PEQUEÑOS PARA EL HOGAR,,,3836
3837,REPARACION Y MANTENIMIENTO DE EQUIPO TELEFONICO Y DE FACSIMIL,,,3837
3838,REPARACION Y MANTENIMIENTO DE ESTOS APARATOS ELÉCTRICOS DE CUIDADO PERSONAL,,,3838
3839,REPUESTOS PARA ELECTRODOMESTICOS,,,3839
3840,RIZADOR DE CABELLO,,,3840
3841,SANDWICHERA O WAFLERA,,,3841
3842,SARTEN ELECTRICO,,,3842
3843,SECADORA DE CABELLO,,,3843
3844,TELEFAX,,,3844
3845,TELEFONO CELULAR SIN PLAN (SOLO APARATO),,,3845
3870,TELEFONO CELULAR CON PLAN,,,3870
3846,TELEFONO FIJO (INALAMBRICO O NO),,,3846
3847,TOSTADOR DE PAN,,,3847
3848,TAZA HERMÉTICA ELÉCTRICA,,,3848
3859,OTROS APARATOS ELÉCTRICOS PARA EL CUIDADO PERSONAL,,,3859
3869,OTROS ARTEFACTOS ELECTRICOS PEQUEÑOS PARA EL HOGAR,,,3869
3871,TETERA ELECTRICA,,,3871
3879,OTROS EQUIPOS TELEFÓNICOS Y DE FACSÍMILE,,,3879
,CURSOS O LECCIONES (ENSEÑANZA NO FORMAL),,,
4040,CURSO DE AUTOCAD (PROGRAMA DE DISEÑO),,,4040
4041,CURSO DE HIDROMECÁNICA,,,4041
4042,LECCIONES DE BAILE Y DANZA,,,4042
4043,LECCIONES DE CANTO,,,4043
4044,"LECCIONES DE DEPORTE (FUTBOL, NATACION, ETC.)",,,4044
4045,LECCIONES DE MUSICA,,,4045
4046,MATRICULA Y MENSUALIDAD PARA CURSO DE COSTURA,,,4046
4047,MATRICULA Y MENSUALIDAD PARA CURSOS MEDICOS,,,4047
4048,MATRICULA Y MENSUALIDAD POR CURSOS DE BELLEZA,,,4048
4049,MATRICULA Y MENSUALIDAD POR CURSOS DE CERAMICA,,,4049
4050,MATRICULA Y MENSUALIDAD POR CURSOS DE CONTABILIDAD,,,4050
4051,MATRICULA Y MENSUALIDAD POR CURSOS DE EBANISTERÍA Y CARPINTERÍA,,,4051
4052,MATRICULA Y MENSUALIDAD POR CURSOS DE ELECTRONICA Y ELECTROMECANICA,,,4052
4053,MATRICULA Y MENSUALIDAD POR CURSOS DE IDIOMAS,,,4053
4054,MATRICULA Y MENSUALIDAD POR CURSOS DE INFORMATICA,,,4054
4055,MATRICULA Y MENSUALIDAD POR CURSOS DE LECTURA RÁPIDA,,,4055
4056,MATRICULA Y MENSUALIDAD POR CURSOS DE LOCUCIÓN,,,4056
4057,MATRICULA Y MENSUALIDAD POR CURSOS DE MANTENIMIENTO Y REPARACION DE EQUIPO,,,4057
4058,"MATRICULA Y MENSUALIDAD POR CURSOS DE MANUALIDADES (COUNTRY, FOAM, FIELTRO, ENTRE OTROS)",,,4058
4059,MATRICULA Y MENSUALIDAD POR CURSOS DE MASAJES,,,4059
4060,MATRICULA Y MENSUALIDAD POR CURSOS DE MECANICA AUTOMOTRIZ,,,4060
4061,MATRICULA Y MENSUALIDAD POR CURSOS DE MECANOGRAFÍA,,,4061
4062,MATRICULA Y MENSUALIDAD POR CURSOS DE PINTURA O DIBUJO,,,4062
4063,MATRICULA Y MENSUALIDAD POR CURSOS DE SOLDADURA,,,4063
4064,MATRICULA Y MENSUALIDAD POR CURSOS DE YOGA,,,4064
4065,MATRICULA Y MENSUALIDAD POR CURSOS GASTRONOMICOS,,,4065
4066,MATRICULA Y MENSUALIDAD POR OTROS CURSOS,,,4066
4067,"SEMINARIOS, TALLERES, CONFERENCIAS U OTRAS",,,4067
4069,OTRAS LECCIONES,,,4069
4070,LIBROS DE TEXTO PARA ENSEÑANZA NO FORMAL (INCLUYE PARTITURAS),,,4070
4071,CUOTA PARA MATERIALES DE EDUCACION NO FORMAL,,,4071
4079,OTROS GASTOS PARA ENSEÑANZA NO FORMAL (ACTIVIDADES),,,4079
,MATERIALES DIVERSOS PARA CONSERVACIÓN Y MANTENIM IENTO DE LA VIVIENDA,,,
3880,"ADITIVOS PARA PEGAR PISOS (BONDER, FRAGUA)",,,3880
3881,ALAMBRE,,,3881
3882,ANGULAR DE ACERO O LAMINADO EN CALIENTE,,,3882
3883,ARENA,,,3883
3884,AZULEJO,,,3884
3885,BALDOSA HORIZONTAL,,,3885
3886,BARNIZ,,,3886
3887,BLOCK,,,3887
3888,BROCHAS,,,3888
3889,CANOAS,,,3889
3890,CEDAZO,,,3890
3891,CEMENTO PORTLAND,,,3891
3892,CEPILLO DE ACERO Y SIMILARES,,,3892
3893,CERAMICA PARA PISO,,,3893
3894,COLAS (PEGAMENTO) PARA EMPAPELAR,,,3894
3895,DILUYENTES (AGUARRAS U OTROS),,,3895
3896,ENCHAPES O LISTELOS PARA PAREDES,,,3896
3897,FREGADERO,,,3897
3898,INODORO,,,3898
3899,LADRILLO,,,3899
3900,LAMINA DE DUROK,,,3900
3901,LAMINA DE GYPSUM,,,3901
3902,LAMINA DE HIERRO GALVANIZADA LISA,,,3902
3903,LAMINA DE HIERRO GALVANIZADA ONDULADA,,,3903
3904,LAMINA DE MELAMINA,,,3904
3905,LAMINA DE PLYWOOD,,,3905
3906,LAMINA DE ZINC,,,3906
3907,LAMINA FIBROCEMENTO,,,3907
3908,LAMINA TRANSPARENTE,,,3908
3909,LASTRE COMPACTADO,,,3909
3910,LAVAMANOS,,,3910
3911,LAVATORIO,,,3911
3912,LOSA Y COLUMNAS PREFABRICADAS,,,3912
3913,MADERA,,,3913
3914,MALLA,,,3914
3915,"MASILLA, MATERIALES PARA GRIETAS Y PEGAMENTO PARA TUBOS",,,3915
3916,"MATERIALES PEQUEÑOS DE FONTANERIA (UNION, TE, CODO, TUBOS, ETC.)",,,3916
3917,MORTERO CON LATEX PARA PEGAR CERAMICA,,,3917
3918,MORTERO PARA PRIMERA CAPA DE REPELLO (REPELLO GRUESO),,,3918
3919,OCRE,,,3919
3920,PAPEL TAPIZ,,,3920
3921,PARQUET,,,3921
3922,"PERLING, ANGULARES Y SIMILARES",,,3922
3923,PIEDRA QUEBRADA,,,3923
3924,PILA CEMENTO,,,3924
3925,PINTURA,,,3925
3926,PORCELANATO,,,3926
3927,PUERTA DE MADERA,,,3927
3928,PUERTA DE METAL O PORTONES,,,3928
3929,PUERTA PLEGABLE,,,3929
3930,REVESTIMIENTO,,,3930
3931,RODAPIE,,,3931
3932,SELLADOR,,,3932
3933,TABLA FORMALETA,,,3933
3934,TABLILLA,,,3934
3935,TERRAZO,,,3935
3936,"TORNILLOS, TUERCAS Y ARANDELAS",,,3936
3937,TUBOS DE METAL,,,3937
3938,VARILLA,,,3938
3939,VIDRIOS Y CELOSIAS,,,3939
3940,DETENEDOR DE PUERTAS,,,3940
3949,OTRAS TIPOS DE LAMINAS,,,3949
3950,TUBERÍA DE CONCRETO,,,3950
3959,"OTROS MATERIALES PARA LA REPARACION, CONSERVACION O REMODELACION DE LA VIVIENDA",,,3959
,ACCESORIOS DIVERSOS PARA CONSERVACIÓN Y MANTENIM IENTO DE LA VIVIENDA,,,
3960,ADAPTADORES PARA ENCHUFES,,,3960
3961,ADOQUINES,,,3961
3962,ALARMAS DE CASA,,,3962
3963,BASES DE HULE,,,3963
3964,BISAGRAS,,,3964
3965,BRAKES DE ELECTRICIDAD,,,3965
3966,CABLE DE ELECTRICIDAD,,,3966
3967,CABLE DE TELEFONO,,,3967
3968,CACHERA PARA LAVATORIO,,,3968
3969,"CLAVOS, TACHUELAS Y GRAPAS",,,3969
3970,ENCHUFES,,,3970
3971,EXTENSION ELECTRICA,,,3971
3972,FUSIBLES O TAPONES DE ELECTRICIDAD,,,3972
3973,INTERRUPTORES ELECTRICOS,,,3973
3974,LIJA,,,3974
3975,LLAVES DE BAÑO,,,3975
3976,LLAVINES Y CERRADURAS,,,3976
3977,MANIJAS,,,3977
3978,PICAPORTES,,,3978
3979,PLATONES / SOCKETS,,,3979
3980,PROBADORES DE CORRIENTE,,,3980
3981,REGLETA ELECTRICA,,,3981
3982,"REPUESTOS PARA SERVICIO SANITARIO (BOMBA, TAPA)",,,3982
3983,RODILLO PARA PINTAR,,,3983
3984,RODINES,,,3984
3985,TANQUE DE AGUA,,,3985
3986,TEFLON,,,3986
3987,TIMBRES ELÉCTRICOS,,,3987
3988,TOMACORRIENTES,,,3988
3989,"TORNILLOS, TUERCAS, PERNOS, ARANDELAS, ETC.",,,3989
3990,TRANSFORMADORES DE CORRIENTE,,,3990
3991,AISLADOR DE MADERA,,,3991
3992,MOTOR PARA PORTÓN ELÉCTRICO,,,3992
,MANO DE OBRA PARA LA CONSERVACIÓN Y MANTENIMIENTO DE LA VIVIENDA,,,
4009,OTROS ACCESORIOS PARA LA VIVIENDA,,,4009
4010,LIMPIEZA O REPACACION DE TANQUES SEPTICOS,,,4010
4011,MANTENIMIENTO DE PISCINA,,,4011
4012,SERVICIO DE FUMIGACION Y EXTERMINACION DE PLAGAS,,,4012
4013,SERVICIO DE MAQUINARIA,,,4013
4014,SERVICIO DE SOLDADURA,,,4014
4015,SERVICIOS DE ALBAÑILERIA,,,4015
4016,SERVICIOS DE CARPINTERÍA,,,4016
4017,SERVICIOS DE ELECTRICIDAD,,,4017
4018,SERVICIOS DE FONTANERIA,,,4018
4019,SERVICIOS DE INSTALACIÓN DE VIDRIOS,,,4019
4020,SERVICIOS DE PINTURA Y EMBARNIZADO,,,4020
4021,"SERVICIOS VARIOS DE MANO DE OBRA PARA RAPARACION, MANTENIMIENTO O REMODELACION",,,4021
4022,"SERVICIO DE INSTALACIÓN DE PORTONES (INCLUYE MANO DE OBRA, REPARACIÓN Y MANTENIMIENTO)",,,4022
,AMPLIACION O REMODELACION DE LA VIVIENDA,,,
4023,AMPLIACIÓN O REMODELACIÓN DE LA VIVIENDA,49,cns,4023
4039,OTROS SERVICIOS CONTRATADOS,,,4039
,COMPRA DE ARTEFACTOS GRANDES,,,
4200,ALQUILER DE ARTEFACTOS GRANDES PARA EL HOGAR ELÉCTRICOS O NO,,,4200
4201,BOMBAS DE AGUA DE MOTOR,,,4201
4202,COMPRA DE AIRE ACONDICIONADO,,,4202
4203,COMPRA DE ASPIRADORA O SOPLADORA,,,4203
4204,COMPRA DE BOMBA PARA AGUA,,,4204
4205,"COMPRA DE CALENTADOR DE AGUA, ELECTRICO",,,4205
4206,CALENTADORES DE AMBIENTE,,,4206
4207,COMPRA DE CEPILLO PARA PISO ELECTRICO,,,4207
4208,COMPRA DE COCINA DE GAS O ELECTRICA,,,4208
4209,COMPRA DE CONGELADORES,,,4209
4210,EXTRACTOR DE AIRE CALIENTE,,,4210
4211,COMPRA DE EXTRACTOR DE GRASA,,,4211
4212,COMPRA DE FILTROS DE AGUA,,,4212
4213,COMPRA DE HORNO DE MICROONDAS,,,4213
4214,COMPRA DE HORNO ELECTRICO O DE GAS,,,4214
4215,COMPRA DE HORNO TOSTADOR,,,4215
4216,COMPRA DE HUMIDIFICADOR O DESHUMIFICADOR AMBIENTAL ELECTRICO,,,4216
4217,COMPRA DE LAVADORA DE PLATOS,,,4217
4218,COMPRA DE LAVADORA DE ROPA,,,4218
4219,COMPRA DE MAQUINA PARA COSER,,,4219
4220,MAQUINA PARA TEJER,,,4220
4221,COMPRA DE MATERIALES PARA REPARACIONES HECHAS POR EL PROPIO HOGAR,,,4221
4222,OTROS ARTEFACTOS PARA EL HOGAR ELÉCTRICOS O NO,,,4222
4223,PANEL SOLAR,,,4223
4224,COMPRA DE PARRILLA Y ASADOR,,,4224
4225,COMPRA DE PLANTILLA DE GAS O ELECTRICA,,,4225
4226,COMPRA DE REFRIGERADORA,,,4226
4227,COMPRA DE SECADORA DE ROPA,,,4227
4228,COMPRESOR,,,4228
4229,CORTADORA DE CESPED DE MOTOR NO ELECTRICA,,,4229
4230,CORTADORA DE CESPED ELECTRICOS,,,4230
4231,CORTADORA ELÉCTRICA DE CARNES,,,4231
4232,CORTADORA ELECTRICA DE CERAMICA,,,4232
4233,CORTADORA ELECTRICA DE METAL,,,4233
4234,ENFRIADOR DE AGUA,,,4234
4235,ENTREGA E INSTALACIÓN DE ARTEFACTOS GRANDES ELÉCTRICOS O NO,,,4235
4236,"HIDROLAVADORA (PARA LAVAR CARROS, PAREDES Y OTROS)",,,4236
4237,LIJADORAS ELECTRICAS,,,4237
4238,MAQUINA SOLDADORA,,,4238
4239,MOTOSIERRAS DE MOTOR,,,4239
4240,PULIDORAS ELECTRICAS,,,4240
4241,REPARACION Y MANTENIMIENTO DE ARTEFACTOS GRANDES PARA EL HOGAR ELECTRICOS O NO,,,4241
4242,REPARACION Y MANTENIMIENTO DE ESTOS ARTICULOS,,,4242
4243,SIERRA CALADORA O ROUTER,,,4243
4244,SIERRAS ELECTRICAS,,,4244
4245,TALADRO ELECTRICO,,,4245
4259,OTRAS HERRAMIENTAS ELECTRICAS Y EQUIPOS GRANDES,,,4259
4269,OTROS SERVICIOS ASOCIADOS A LA ARTEFACTOS GRANDE,,,4269
,VENTA DE ARTEFACTOS GRANDES,,,
